Time,Interior Temp,Exterior Temp,Relative Humidity,Air Pressure,Acceleration (X),Acceleration (Z)
529,37.89,36.13,38.05,12.26,0.969,0.954
530,37.89,36.13,37.26,12.26,0.45,0.791
531,37.89,36.13,37.26,12.26,0.88,1.028
532,37.89,36.13,37.42,12.26,0.524,0.821
533,38.77,36.13,37.26,12.22,0.732,0.821
534,37.01,36.13,37.26,12.26,0.969,0.91
535,37.89,36.13,37.1,12.26,0.524,0.895
536,37.89,36.13,37.42,12.26,0.732,1.013
537,37.89,36.13,37.57,12.26,0.747,0.806
538,38.77,36.13,37.57,12.26,0.524,0.984
539,37.89,36.13,37.42,12.26,0.91,0.702
540,38.77,36.13,37.42,12.26,0.569,0.761
541,38.77,36.13,37.42,12.26,0.702,0.687
542,37.89,36.13,37.42,12.26,0.658,0.865
543,37.01,36.13,37.1,12.26,0.895,0.761
544,37.89,36.13,37.42,12.26,0.643,0.806
545,37.89,36.13,37.1,12.24,0.821,0.924
546,37.89,36.13,37.57,12.2,0.924,1.102
547,38.77,36.13,37.42,12.26,1.265,1.058
548,37.89,36.13,36.94,12.22,0.776,1.087
549,37.01,36.13,36.94,12.24,0.48,0.939
550,37.89,36.13,36.94,12.26,0.48,0.791
551,37.01,36.13,36.94,12.26,0.391,0.88
552,38.77,36.13,36.79,12.22,0.628,0.85
553,38.77,36.13,37.1,12.26,0.628,0.88
554,37.89,36.13,36.79,12.26,0.599,0.791
555,37.01,36.13,37.26,12.26,0.717,1.043
556,38.77,36.13,37.1,12.26,1.013,1.132
557,37.89,36.13,36.79,12.26,0.717,1.013
558,37.89,36.13,36.79,12.26,0.643,0.939
559,37.89,36.13,37.1,12.26,0.732,0.835
560,37.01,36.13,37.26,12.26,0.495,0.821
561,37.01,36.13,37.1,12.26,0.806,0.998
562,37.89,36.13,36.94,12.26,0.51,0.924
563,37.01,36.13,36.63,12.26,0.613,1.206
564,38.77,36.13,37.1,12.26,0.658,1.132
565,38.77,36.13,36.63,12.24,0.806,1.265
566,37.89,36.13,36.79,12.26,0.406,1.132
567,38.77,36.13,37.1,12.26,0.495,1.161
568,37.89,36.13,36.16,12.26,0.539,1.043
569,38.77,36.13,36.94,12.24,0.717,0.91
570,37.89,36.13,36.47,12.26,0.495,0.835
571,37.01,36.13,36.63,12.26,0.48,0.85
572,38.77,36.13,37.26,12.26,0.599,0.761
573,38.77,36.13,36.94,12.24,0.702,1.028
574,37.89,36.13,36.94,12.26,0.821,0.984
575,37.89,36.13,36.94,12.26,0.806,0.969
576,37.89,36.13,36.31,12.26,0.702,1.102
577,37.89,36.13,36.47,12.26,0.658,0.865
578,37.89,36.13,36.47,12.27,0.776,0.791
579,37.01,37.01,36.31,12.26,0.495,0.761
580,37.01,36.13,36.31,12.26,0.717,0.761
581,38.77,36.13,36.47,12.26,0.747,0.806
582,38.77,36.13,36.94,12.26,0.524,1.028
583,37.01,36.13,36.47,12.26,0.584,1.117
584,38.77,36.13,36.79,12.26,0.347,1.058
585,38.77,36.13,36.63,12.26,0.658,0.969
586,38.77,36.13,36.63,12.26,0.717,0.85
587,38.77,36.13,36.79,12.26,0.658,0.747
588,38.77,36.13,36.79,12.26,0.85,0.747
589,38.77,36.13,36.31,12.22,0.376,0.969
590,37.89,36.13,36.31,12.26,0.984,0.835
591,37.89,36.13,36.63,12.26,0.702,0.687
592,37.89,36.13,36.63,12.26,0.495,0.821
593,37.89,36.13,36.31,12.24,0.791,0.747
594,38.77,36.13,36.16,12.26,0.613,0.732
595,38.77,36.13,36.63,12.26,0.791,0.88
596,37.89,36.13,36.79,12.26,0.584,0.939
597,37.01,36.13,36.47,12.26,1.072,0.821
598,37.89,36.13,36.63,12.26,0.895,0.776
599,38.77,36.13,36.79,12.26,0.465,0.88
600,37.89,36.13,36.63,12.26,0.747,0.702
601,38.77,36.13,36.31,12.26,0.613,0.747
602,37.89,36.13,36.63,12.26,0.717,0.613
603,38.77,36.13,36.63,12.26,0.895,0.776
604,38.77,36.13,36.63,12.26,1.295,0.732
605,37.89,36.13,36.79,12.26,1.013,0.658
606,37.89,36.13,36.79,12.26,0.791,0.85
607,38.77,36.13,36.47,12.27,1.117,0.628
608,37.89,36.13,36.79,12.26,0.954,0.524
609,38.77,36.13,36.79,12.26,1.013,0.524
610,37.89,36.13,36.63,12.26,1.472,0.332
611,38.77,36.13,36.63,12.27,1.087,0.465
612,37.01,36.13,36.94,12.26,0.821,0.421
613,37.01,36.13,36.94,12.26,0.998,0.569
614,38.77,36.13,36.94,12.27,0.924,0.495
615,37.89,36.13,36.63,12.26,0.791,0.287
616,37.89,36.13,36.94,12.26,0.806,0.347
617,37.89,36.13,36.94,12.26,0.687,0.48
618,37.89,36.13,36.63,12.26,0.969,0.48
619,38.77,36.13,36.63,12.26,1.102,0.48
620,38.77,36.13,36.79,12.26,0.91,0.539
621,38.77,36.13,36.94,12.27,0.613,0.673
622,38.77,36.13,36.79,12.26,1.235,0.673
623,37.89,36.13,36.63,12.26,0.835,0.599
624,38.77,36.13,36.63,12.26,1.058,0.628
625,38.77,36.13,37.1,12.26,0.865,0.673
626,37.89,36.13,37.26,12.26,0.924,0.643
627,38.77,36.13,36.63,12.27,1.117,0.628
628,37.89,36.13,37.1,12.26,0.865,0.643
629,38.77,36.13,37.1,12.26,1.102,0.747
630,38.77,36.13,36.94,12.26,0.747,0.924
631,37.01,36.13,36.79,12.26,0.687,0.658
632,38.77,36.13,37.26,12.26,0.732,0.702
633,38.77,36.13,37.26,12.26,0.702,0.747
634,38.77,36.13,37.1,12.26,0.776,0.776
635,38.77,36.13,37.42,12.26,0.524,0.628
636,37.01,36.13,37.1,12.26,0.954,0.643
637,38.77,36.13,37.42,12.27,0.421,0.673
638,37.89,36.13,37.42,12.26,0.806,0.702
639,38.77,36.13,37.1,12.24,0.85,0.895
640,38.77,36.13,37.42,12.26,0.91,0.717
641,38.77,37.01,37.42,12.27,0.895,0.732
642,37.89,36.13,37.57,12.26,0.88,0.747
643,37.89,36.13,36.31,12.26,0.865,0.717
644,38.77,36.13,37.1,12.26,0.998,0.628
645,37.89,36.13,37.73,12.26,0.969,0.569
646,38.77,36.13,37.26,12.27,1.013,0.687
647,38.77,36.13,37.73,12.26,1.147,0.658
648,37.89,36.13,41.04,12.26,1.043,0.687
649,38.77,36.13,37.26,12.26,0.732,0.613
650,38.77,37.01,37.73,12.26,0.88,0.673
651,38.77,36.13,37.42,12.27,0.924,0.539
652,38.77,36.13,37.73,12.26,0.835,0.628
653,37.89,36.13,37.57,12.26,0.895,0.865
654,38.77,36.13,37.26,12.26,0.643,0.613
655,38.77,36.13,37.57,12.26,1.058,0.732
656,38.77,37.01,37.89,12.26,0.91,0.658
657,37.89,36.13,37.57,12.26,0.865,0.687
658,37.89,36.13,37.73,12.26,0.924,0.776
659,37.89,37.01,37.73,12.26,0.969,0.658
660,37.89,37.01,37.57,12.26,1.013,0.643
661,37.89,36.13,38.05,12.26,0.91,0.569
662,37.89,37.01,38.36,12.26,0.954,0.599
663,38.77,37.01,37.57,12.26,1.087,0.465
664,37.89,37.01,38.21,12.26,1.058,0.51
665,37.89,36.13,37.73,12.26,0.599,0.524
666,37.89,36.13,37.57,12.26,1.043,0.45
667,37.89,36.13,38.05,12.26,0.91,0.406
668,38.77,37.01,38.21,12.24,0.984,0.599
669,38.77,37.01,37.73,12.26,1.013,0.362
670,38.77,37.01,38.05,12.26,0.984,0.761
671,38.77,37.01,38.21,12.27,1.161,0.302
672,38.77,37.01,38.21,12.26,1.028,0.362
673,38.77,37.01,37.89,12.26,1.028,0.406
674,38.77,37.01,38.52,12.26,1.013,0.465
675,37.89,37.01,38.21,12.26,0.91,0.628
676,38.77,37.01,38.05,12.26,0.865,0.48
677,37.89,37.01,38.21,12.26,1.087,0.51
678,38.77,37.01,38.21,12.26,1.058,0.347
679,37.89,37.01,38.52,12.26,1.028,0.273
680,38.77,37.01,38.36,12.26,0.865,0.406
681,37.89,37.01,38.21,12.26,0.998,0.302
682,38.77,37.01,38.36,12.26,0.969,0.228
683,38.77,37.01,38.21,12.26,0.821,0.436
684,37.89,37.01,38.68,12.26,0.939,0.48
685,38.77,37.01,38.68,12.26,0.924,0.524
686,38.77,37.01,38.21,12.26,0.969,0.584
687,38.77,37.01,38.36,12.26,0.969,0.48
688,37.89,37.01,38.68,12.26,1.072,0.569
689,37.89,37.01,38.21,12.26,0.791,0.835
690,37.89,37.01,38.21,12.26,0.924,0.673
691,38.77,37.01,38.21,12.26,1.206,0.258
692,37.89,37.01,38.21,12.26,1.117,0.362
693,38.77,37.01,38.52,12.26,0.91,0.45
694,37.89,37.01,38.68,12.26,0.835,0.436
695,37.89,37.01,38.68,12.26,0.924,0.48
696,37.89,37.01,38.84,12.26,0.865,0.48
697,39.65,37.01,38.84,12.26,0.554,0.495
698,37.89,37.01,38.68,12.26,1.058,0.702
699,38.77,37.01,38.21,12.26,0.895,0.569
700,38.77,37.01,38.36,12.26,1.161,0.436
701,37.89,37.01,38.52,12.26,0.998,0.465
702,37.89,37.01,38.68,12.26,1.058,0.465
703,37.89,37.01,38.21,12.26,1.058,0.376
704,37.89,37.01,38.36,12.26,0.954,0.421
705,38.77,37.01,38.84,12.26,0.954,0.465
706,38.77,37.01,38.68,12.26,1.043,0.495
707,38.77,37.01,38.52,12.26,0.91,0.539
708,38.77,37.01,38.84,12.26,0.969,0.584
709,39.65,37.01,38.68,12.26,0.91,0.569
710,38.77,37.01,38.52,12.26,1.072,0.554
711,39.65,37.01,38.68,12.26,1.028,0.776
712,39.65,37.01,38.84,12.26,0.865,0.376
713,37.89,37.01,38.68,12.26,0.732,0.465
714,38.77,37.01,38.52,12.26,0.658,-0.068
715,39.65,37.01,38.21,12.24,0.954,0.199
716,37.89,37.01,38.68,12.26,1.206,0.11
717,38.77,37.01,38.36,12.26,1.221,0.406
718,37.89,37.01,38.68,12.26,0.954,0.391
719,38.77,37.01,38.84,12.26,1.058,0.273
720,37.89,37.01,38.68,12.26,1.058,0.213
721,39.65,37.01,38.52,12.26,1.132,0.273
722,39.65,37.01,38.84,12.26,1.028,0.287
723,38.77,37.01,38.84,12.26,0.88,0.287
724,38.77,37.01,38.84,12.26,1.072,0.421
725,38.77,37.01,38.36,12.26,0.969,0.332
726,37.89,37.01,38.52,12.26,1.013,0.287
727,38.77,37.01,38.68,12.26,1.028,0.613
728,39.65,37.01,38.84,12.26,1.235,0.406
729,39.65,37.01,38.99,12.26,1.043,0.362
730,39.65,37.01,38.68,12.26,1.087,0.302
731,38.77,37.01,38.68,12.26,0.954,0.184
732,37.89,37.01,38.68,12.26,1.072,0.347
733,37.89,37.01,38.68,12.26,1.072,0.317
734,38.77,37.01,38.52,12.26,1.102,0.406
735,39.65,37.01,38.84,12.26,0.984,0.228
736,38.77,37.01,38.68,12.26,0.998,0.302
737,39.65,37.01,38.99,12.26,0.939,0.258
738,38.77,37.01,38.68,12.26,0.895,0.243
739,37.89,37.01,38.84,12.26,1.072,0.287
740,37.89,37.01,39.15,12.26,1.013,0.213
741,38.77,37.01,38.99,12.26,1.043,0.213
742,38.77,37.01,39.15,12.26,1.161,0.287
743,38.77,37.01,39.15,12.26,0.924,0.273
744,38.77,37.01,38.68,12.26,1.043,0.243
745,38.77,37.01,39.15,12.26,0.776,0.287
746,37.89,37.01,39.15,12.26,0.969,0.243
747,38.77,37.01,38.84,12.26,1.221,0.287
748,37.89,37.01,38.99,12.26,0.954,0.332
749,38.77,37.01,39.15,12.26,1.058,0.258
750,38.77,37.01,39.15,12.26,0.969,0.243
751,39.65,37.01,39.31,12.24,0.939,0.258
752,39.65,37.01,38.84,12.26,0.91,0.184
753,38.77,37.01,39.15,12.26,0.998,0.199
754,39.65,37.01,38.99,12.24,0.791,0.154
755,39.65,36.13,38.99,12.26,1.102,0.213
756,39.65,37.01,38.99,12.26,1.058,0.287
757,38.77,37.01,39.31,12.26,1.058,0.287
758,39.65,37.01,39.47,12.26,1.043,0.287
759,38.77,37.01,38.99,12.26,1.028,0.213
760,39.65,37.01,39.15,12.26,1.161,0.362
761,39.65,37.01,39.15,12.26,1.043,0.273
762,39.65,37.01,38.99,12.26,0.984,0.273
763,38.77,37.01,39.31,12.26,1.147,0.317
764,37.89,37.01,39.15,12.26,1.087,0.273
765,38.77,37.01,39.31,12.26,1.072,0.258
766,38.77,37.01,38.84,12.26,0.969,0.317
767,38.77,37.01,39.31,12.26,1.028,0.213
768,38.77,37.01,39.47,12.26,0.984,0.199
769,38.77,37.01,38.84,12.26,1.043,0.287
770,38.77,37.01,38.84,12.26,1.383,0.258
771,38.77,37.01,39.31,12.26,0.939,0.495
772,38.77,37.01,39.31,12.26,0.969,0.51
773,38.77,37.01,38.84,12.26,0.998,0.465
774,37.89,37.01,38.99,12.26,1.043,0.332
775,39.65,37.01,39.31,12.26,1.235,0.495
776,38.77,37.01,38.99,12.26,1.072,0.436
777,38.77,37.01,39.15,12.26,0.984,0.362
778,39.65,37.01,39.15,12.24,1.117,0.45
779,38.77,37.01,38.84,12.26,0.984,0.406
780,39.65,37.01,39.15,12.26,0.969,0.362
781,39.65,37.01,38.84,12.26,1.147,0.228
782,38.77,37.01,39.31,12.26,0.954,0.154
783,38.77,37.01,38.99,12.26,1.28,0.317
784,38.77,37.01,38.84,12.26,0.939,0.184
785,38.77,37.01,39.15,12.26,0.924,0.169
786,39.65,37.01,39.15,12.26,1.058,-0.068
787,39.65,37.01,39.15,12.26,0.939,0.362
788,39.65,37.01,39.31,12.26,1.028,0.11
789,38.77,37.01,38.84,12.26,0.998,0.199
790,39.65,37.01,39.31,12.26,1.043,0.11
791,38.77,37.01,39.15,12.26,0.984,0.154
792,39.65,37.01,39.15,12.26,1.072,0.258
793,38.77,37.01,38.99,12.26,0.687,0.895
794,37.89,37.01,38.99,12.26,0.51,1.058
795,39.65,37.01,39.15,12.26,0.376,1.339
796,39.65,37.01,38.99,12.26,0.184,1.072
797,39.65,37.01,39.31,12.26,0.11,1.087
798,39.65,37.01,38.99,12.26,0.125,1.132
799,39.65,37.01,39.31,12.26,-0.009,1.161
800,39.65,37.01,38.99,12.26,0.006,1.176
801,39.65,37.01,39.15,12.26,0.021,1.191
802,39.65,37.01,39.15,12.26,0.021,1.221
803,39.65,37.01,38.99,12.26,-0.038,1.25
804,39.65,37.01,38.99,12.26,-0.053,1.147
805,39.65,37.01,38.84,12.26,-0.068,1.176
806,39.65,37.01,38.99,12.26,-0.053,1.117
807,39.65,37.01,38.84,12.26,-0.098,1.176
808,39.65,37.01,38.84,12.26,-0.157,1.176
809,39.65,37.01,39.15,12.26,-0.157,1.309
810,39.65,37.01,38.84,12.26,-0.172,1.176
811,39.65,37.01,38.99,12.26,-0.483,1.087
812,39.65,37.01,39.15,12.26,-0.305,1.191
813,39.65,37.01,39.31,12.26,-0.127,0.998
814,39.65,37.01,39.15,12.26,-0.201,1.28
815,39.65,37.01,39.31,12.26,-0.172,1.221
816,38.77,37.01,38.84,12.26,-0.083,1.221
817,39.65,37.01,39.15,12.26,0.08,1.206
818,38.77,37.01,39.15,12.26,-0.038,1.161
819,39.65,37.01,39.15,12.26,0.051,1.206
820,38.77,37.01,39.15,12.26,0.036,1.176
821,39.65,37.01,38.84,12.26,0.051,1.132
822,38.77,37.01,39.15,12.26,0.154,1.147
823,39.65,37.01,39.15,12.26,0.169,1.265
824,39.65,37.01,39.31,12.26,-0.157,1.147
825,39.65,37.01,38.99,12.26,0.006,1.339
826,39.65,37.01,38.84,12.26,0.11,1.117
827,39.65,37.01,39.15,12.26,-0.009,1.28
828,39.65,37.01,39.15,12.26,-0.142,1.191
829,39.65,37.01,38.84,12.26,0.065,1.132
830,40.53,37.01,39.31,12.26,0.006,1.176
831,38.77,37.01,38.84,12.26,0.051,1.309
832,39.65,37.01,38.84,12.26,0.154,1.191
833,38.77,37.89,39.31,12.24,0.006,1.132
834,40.53,37.01,39.31,12.26,0.154,1.206
835,39.65,37.01,39.15,12.26,-0.024,1.132
836,39.65,37.01,39.31,12.26,-0.024,1.191
837,39.65,37.01,39.15,12.26,0.125,1.191
838,39.65,37.01,38.99,12.26,-0.038,1.132
839,39.65,37.01,39.15,12.26,0.021,1.147
840,39.65,37.01,39.31,12.26,-0.009,1.25
841,39.65,37.01,38.99,12.26,0.125,1.072
842,39.65,37.01,39.47,12.22,0.051,1.28
843,40.53,37.01,39.31,12.26,0.169,0.969
844,38.77,37.01,38.84,12.26,0.302,1.472
845,38.77,37.01,38.84,12.26,0.036,1.161
846,38.77,37.01,38.99,12.26,0.051,1.383
847,38.77,37.01,39.31,12.26,0.154,1.132
848,39.65,37.01,39.15,12.26,0.125,1.28
849,39.65,37.01,39.47,12.26,-0.024,1.058
850,38.77,37.01,39.31,12.26,0.08,1.221
851,39.65,37.01,39.15,12.26,-0.083,1.309
852,39.65,37.01,38.84,12.26,0.065,1.176
853,39.65,37.01,39.47,12.26,0.036,1.309
854,39.65,37.01,39.47,12.26,0.11,1.072
855,40.53,37.01,39.15,12.24,0.051,1.191
856,39.65,37.01,39.15,12.26,-0.172,1.309
857,39.65,37.01,39.31,12.26,0.169,1.117
858,39.65,37.01,38.99,12.26,-0.053,1.176
859,40.53,37.01,39.31,12.26,0.08,1.235
860,39.65,37.01,39.31,12.26,0.021,1.176
861,39.65,37.01,39.47,12.26,0.184,1.058
862,40.53,37.01,39.47,12.26,-0.024,1.235
863,39.65,37.01,38.68,12.26,0.036,1.206
864,40.53,37.01,39.15,12.26,0.065,1.472
865,40.53,37.01,39.31,12.26,0.021,1.161
866,40.53,37.01,38.99,12.26,0.006,1.428
867,40.53,37.01,39.15,12.26,-0.024,1.443
868,40.53,37.01,39.47,12.26,0.006,1.369
869,40.53,36.13,39.47,12.26,0.169,1.161
870,38.77,37.01,38.99,12.26,0.376,0.821
871,40.53,37.01,38.99,12.26,0.228,1.087
872,40.53,37.01,39.15,12.26,0.051,1.383
873,39.65,37.01,38.99,12.26,0.169,1.339
874,38.77,37.01,38.99,12.26,0.302,1.191
875,38.77,37.01,38.99,12.26,0.287,1.043
876,38.77,37.01,38.99,12.26,0.125,1.25
877,38.77,37.01,39.15,12.26,0.184,0.984
878,39.65,37.01,39.15,12.26,0.199,1.117
879,40.53,37.01,39.47,12.26,0.036,0.998
880,38.77,37.01,39.47,12.26,0.11,1.413
881,39.65,37.01,38.99,12.26,0.317,1.28
882,39.65,37.01,39.47,12.26,0.228,1.206
883,39.65,37.01,39.15,12.26,0.199,0.998
884,39.65,37.01,39.62,12.26,0.139,1.013
885,39.65,37.01,39.15,12.26,0.347,0.954
886,38.77,37.89,39.62,12.26,0.095,0.865
887,39.65,37.01,38.99,12.26,0.213,1.161
888,39.65,37.01,39.15,12.26,0.184,1.087
889,40.53,37.01,39.15,12.26,0.524,1.102
890,40.53,37.01,37.73,12.27,0.095,1.309
891,39.65,37.89,39.15,12.22,0.11,1.25
892,39.65,37.89,39.15,12.27,0.139,1.087
893,38.77,37.89,39.31,12.24,0.213,1.087
894,40.53,37.89,38.99,12.24,0.184,0.821
895,38.77,37.89,39.47,12.26,0.125,1.161
896,38.77,37.01,39.31,12.26,0.213,1.206
897,40.53,37.89,38.99,12.24,0.362,1.102
898,40.53,37.01,38.99,12.26,0.317,1.369
899,39.65,37.89,39.47,12.26,0.021,1.354
900,38.77,37.89,39.62,12.26,0.199,1.161
901,38.77,37.89,38.84,12.26,-0.024,1.102
902,40.53,37.01,39.47,12.26,0.051,0.984
903,39.65,37.89,39.15,12.26,0.184,0.954
904,39.65,37.89,38.99,12.26,0.139,0.924
905,38.77,37.89,39.47,12.26,0.154,1.324
906,40.53,37.89,38.84,12.26,0.065,1.221
907,39.65,37.01,39.15,12.27,0.199,1.176
908,39.65,37.89,39.15,12.26,0.139,1.265
909,39.65,37.89,39.15,12.26,0.006,1.398
910,38.77,37.89,38.99,12.26,-0.038,1.28
911,39.65,37.89,39.15,12.26,-0.083,1.265
912,40.53,37.89,39.15,12.27,0.065,1.028
913,39.65,37.89,39.31,12.22,0.006,1.383
914,39.65,37.89,39.47,12.26,0.021,1.369
915,39.65,37.89,38.99,12.26,-0.083,1.265
916,40.53,37.89,39.31,12.26,-0.186,1.398
917,38.77,37.89,39.31,12.26,0.006,1.339
918,40.53,37.89,39.47,12.26,-0.053,1.147
919,40.53,37.89,39.47,12.27,0.139,1.087
920,40.53,37.89,39.15,12.26,-0.172,1.072
921,40.53,37.89,39.47,12.26,-0.127,1.028
922,40.53,37.89,39.15,12.26,-0.024,1.102
923,39.65,37.89,38.99,12.26,0.184,1.235
924,40.53,37.89,39.15,12.26,0.125,0.998
925,39.65,37.89,39.94,12.26,0.08,1.324
926,40.53,37.89,39.47,12.26,0.036,1.354
927,38.77,37.89,39.62,12.26,0.125,1.561
928,40.53,37.89,39.15,12.26,-0.112,1.191
929,40.53,37.89,39.62,12.26,-0.038,1.25
930,40.53,37.89,39.15,12.26,-0.098,0.998
931,39.65,37.89,39.62,12.26,-0.098,1.102
932,39.65,37.89,39.62,12.26,0.051,0.924
933,39.65,37.89,39.15,12.26,0.065,1.295
934,39.65,37.89,38.99,12.26,0.095,1.102
935,40.53,37.89,39.15,12.26,0.539,1.28
936,40.53,37.89,39.47,12.26,0.184,1.25
937,38.77,37.89,39.31,12.26,0.302,1.354
938,39.65,37.89,39.47,12.26,-0.038,1.354
939,39.65,37.89,38.99,12.26,0.45,1.383
940,39.65,37.89,39.31,12.26,0.687,0.939
941,39.65,37.89,39.15,12.26,0.658,0.806
942,39.65,37.89,39.31,12.26,0.332,0.984
943,39.65,37.89,38.99,12.26,0.228,0.939
944,37.89,37.89,39.62,12.26,0.006,1.117
945,40.53,37.89,38.99,12.26,0.228,1.206
946,40.53,37.89,39.62,12.26,0.332,1.265
947,40.53,37.89,38.99,12.26,0.376,1.235
948,40.53,37.89,39.15,12.26,0.065,1.309
949,39.65,37.89,39.15,12.26,0.036,1.576
950,39.65,37.89,38.99,12.26,0.376,1.546
951,40.53,37.89,39.31,12.24,0.139,1.309
952,39.65,37.89,39.47,12.26,0.524,1.161
953,39.65,37.89,39.47,12.24,0.317,1.28
954,40.53,37.89,39.15,12.26,0.362,0.924
955,40.53,37.89,39.47,12.26,0.095,1.147
956,40.53,37.89,39.47,12.26,0.213,1.147
957,40.53,37.89,39.31,12.26,0.376,1.102
958,40.53,37.89,39.15,12.26,0.287,1.147
959,40.53,37.89,39.15,12.26,0.362,1.235
960,39.65,37.89,39.62,12.26,0.317,1.487
961,39.65,37.89,39.47,12.24,0.465,1.398
962,39.65,37.89,39.62,12.26,-0.009,1.309
963,40.53,37.89,39.47,12.26,0.287,1.087
964,38.77,37.89,38.99,12.26,0.139,1.206
965,39.65,37.89,39.47,12.26,0.199,0.954
966,40.53,37.89,39.62,12.24,-0.186,0.895
967,39.65,37.89,38.99,12.26,-0.098,1.369
968,38.77,37.89,39.31,12.26,0.228,1.428
969,39.65,37.89,39.47,12.26,0.213,1.058
970,38.77,37.89,39.15,12.26,0.302,1.087
971,39.65,37.89,39.31,12.26,0.273,1.147
972,40.53,37.89,39.15,12.26,0.006,1.487
973,39.65,37.89,38.99,12.26,-0.024,1.265
974,40.53,37.89,39.15,12.24,-0.112,1.176
975,40.53,37.89,39.62,12.26,0.11,0.91
976,40.53,37.89,39.31,12.22,-0.083,0.998
977,40.53,37.89,39.31,12.24,0.199,1.072
978,40.53,37.89,39.47,12.26,0.184,1.176
979,39.65,37.89,39.31,12.26,0.258,1.013
980,40.53,37.89,39.62,12.26,0.302,1.043
981,40.53,37.89,39.62,12.24,0.273,1.117
982,40.53,37.89,39.15,12.26,0.287,1.428
983,39.65,37.89,38.99,12.26,0.154,1.428
984,40.53,37.89,39.31,12.24,0.11,1.28
985,40.53,37.89,39.47,12.26,0.11,1.043
986,40.53,37.89,39.31,12.26,-0.038,0.806
987,39.65,37.89,39.47,12.22,0.199,0.835
988,39.65,37.89,39.15,12.26,0.495,1.147
989,40.53,37.89,39.47,12.24,0.243,1.058
990,40.53,37.89,38.99,12.26,0.406,1.102
991,39.65,37.89,38.99,12.26,0.199,1.458
992,40.53,37.89,38.99,12.26,0.213,1.398
993,39.65,37.89,39.15,12.26,0.051,1.295
994,40.53,37.89,39.31,12.26,0.213,1.102
995,39.65,37.89,38.99,12.26,0.08,1.324
996,40.53,37.89,39.31,12.26,-0.038,1.117
997,40.53,37.89,39.31,12.26,0.11,1.324
998,40.53,37.89,38.99,12.26,0.302,1.191
999,40.53,37.89,39.15,12.26,0.243,1.206
1000,40.53,37.89,39.31,12.26,0.228,1.369
1001,40.53,37.89,39.31,12.26,0.169,1.309
1002,40.53,37.89,38.84,12.26,0.11,1.221
1003,40.53,37.89,38.99,12.26,0.11,1.309
1004,39.65,37.89,38.99,12.26,0.08,1.25
1005,39.65,37.89,39.15,12.26,0.095,1.472
1006,40.53,37.89,38.84,12.26,0.065,0.91
1007,40.53,37.89,38.99,12.26,0.006,1.028
1008,40.53,37.89,38.99,12.26,0.065,1.013
1009,40.53,37.89,39.15,12.26,0.302,1.161
1010,38.77,37.89,38.68,12.26,0.169,1.443
1011,40.53,37.89,38.84,12.26,0.406,0.584
1012,40.53,37.89,38.99,12.26,0.391,1.147
1013,40.53,37.89,39.15,12.26,0.287,1.68
1014,39.65,37.89,38.99,12.26,0.302,1.309
1015,39.65,37.89,38.84,12.26,0.302,1.132
1016,40.53,37.89,38.99,12.26,0.332,1.161
1017,40.53,37.89,38.84,12.26,0.243,0.806
1018,40.53,37.89,39.15,12.26,0.11,1.013
1019,40.53,37.89,38.99,12.26,0.11,1.132
1020,40.53,37.89,39.15,12.26,0.154,1.561
1021,39.65,37.89,38.99,12.26,0.347,1.087
1022,39.65,37.89,38.99,12.26,0.213,1.576
1023,40.53,37.89,38.52,12.26,0.258,1.235
1024,39.65,37.89,38.68,12.26,0.139,1.324
1025,39.65,37.89,38.68,12.26,0.213,1.058
1026,39.65,37.89,39.15,12.26,0.243,0.969
1027,39.65,37.89,34.58,12.26,0.169,0.954
1028,39.65,37.89,38.99,12.26,0.036,1.176
1029,39.65,37.89,38.84,12.26,0.199,0.939
1030,39.65,37.89,38.84,12.26,0.258,1.117
1031,40.53,37.89,38.84,12.26,0.051,1.058
1032,41.41,37.89,39.15,12.26,0.213,1.413
1033,39.65,37.89,38.68,12.26,0.465,0.954
1034,39.65,37.89,38.99,12.26,0.362,1.221
1035,40.53,37.89,38.68,12.26,0.213,1.458
1036,40.53,37.89,38.99,12.26,0.051,0.88
1037,39.65,37.89,38.52,12.26,0.317,0.924
1038,39.65,37.89,38.84,12.26,0.243,0.85
1039,40.53,38.77,39.15,12.26,0.08,0.895
1040,40.53,37.89,38.84,12.26,0.095,1.25
1041,40.53,37.89,38.52,12.26,0.021,1.161
1042,40.53,37.89,39.15,12.26,0.08,1.265
1043,39.65,37.89,38.84,12.26,0.051,1.532
1044,40.53,37.89,38.68,12.22,-0.068,1.472
1045,40.53,37.89,38.99,12.26,0.243,1.102
1046,40.53,37.89,38.99,12.26,0.228,1.161
1047,39.65,37.89,38.84,12.22,0.11,1.191
1048,40.53,37.89,38.52,12.27,0.169,1.028
1049,40.53,37.89,38.99,12.26,0.08,0.924
1050,40.53,37.89,38.52,12.26,0.169,1.132
1051,40.53,37.89,38.99,12.26,0.347,1.147
1052,40.53,37.89,38.99,12.24,0.036,1.161
1053,40.53,37.89,38.99,12.26,0.051,1.206
1054,40.53,37.89,38.84,12.26,0.154,1.25
1055,40.53,37.89,38.99,12.26,0.021,1.087
1056,40.53,37.89,38.68,12.26,-0.068,0.954
1057,39.65,37.89,38.52,12.22,-0.038,1.161
1058,41.41,37.89,38.36,12.27,0.169,1.043
1059,40.53,37.89,38.52,12.26,-0.098,1.176
